Identificador,Producto,Marca,Precio,Cantidad
7088236,Cuaderno,Santillana,11,144
5932847,Sacapuntas,Fabber Castell,2,419
9878571,Regla,Santillana,8,345
3143484,Goma,Faber Castell,11,488
7448336,Borrador,Faber Castell,13,201
9672147,Libro,Maped,7,571
2556752,Cuaderno,Milan,8,534
7431038,Borrador,Santillana,10,461
7669055,Lapiz,Pritt,13,666
6361581,Plumon,Pritt,7,465
1021199,Borrador,Bic,2,654
9447082,Cuaderno,Faber Castell,8,424
5669772,Libro,Norma,13,353
3615325,Lapiz,Faber Castell,3,577
9524818,Tijeras,Faber Castell,8,714
4307572,Sacapuntas,Pritt,20,158
8079948,Lapiz,Bic,8,328
3179426,Pegamento,Fabber Castell,20,458
6673796,Goma,Fabber Castell,3,515
8553000,Pegamento,Faber Castell,10,535
5659098,Cuaderno,Pritt,5,551
9755135,Libro,Norma,15,138
8567401,Lapiz,Fabber Castell,5,150
2883847,Plumon,Norma,3,672
5014548,Cuaderno,Maped,7,124
3233466,Regla,Bic,2,519
6216187,Plumon,Staedtler,15,201
6099974,Libro,Bic,3,508
9248516,Plumon,Fabber Castell,11,616
7122485,Tijeras,Maped,15,305
7592233,Borrador,Norma,20,408
6012026,Sacapuntas,Milan,8,185
6230209,Tijeras,Staedtler,13,189
5325477,Cuaderno,Faber Castell,2,175
5056198,Pegamento,Milan,10,637
8258720,Cuaderno,Faber Castell,11,216
4674463,Libro,Bic,15,714
4933988,Borrador,Bic,10,557
8114957,Goma,Sharpie,8,287
5594338,Tijeras,Pritt,3,778
1951812,Cuaderno,Pritt,5,129
1338001,Sacapuntas,Maped,2,620
6959710,Sacapuntas,Staedtler,5,302
5247261,Sacapuntas,Staedtler,15,112
9787827,Cuaderno,Fabber Castell,11,496
7941856,Plumon,Faber Castell,15,439
3670670,Goma,Staedtler,15,172
3824397,Libro,Staedtler,8,776
3064184,Regla,Milan,2,450
3232096,Libro,Staedtler,20,396
3926618,Borrador,Pritt,5,737
5759465,Tijeras,Faber Castell,15,250
2698525,Regla,Fabber Castell,3,187
5028176,Borrador,Bic,8,420
9466416,Sacapuntas,Milan,15,631
4122053,Borrador,Norma,11,519
6336305,Goma,Staedtler,2,723
4190237,Libro,Fabber Castell,8,590
8394041,Borrador,Staedtler,3,675
7139501,Cuaderno,Staedtler,8,619
1474837,Regla,Staedtler,8,400
9503948,Goma,Staedtler,10,788
5290090,Libro,Milan,10,511
6868996,Libro,Pritt,5,659
4943833,Regla,Pritt,5,286
4462043,Plumon,Norma,10,145
9732226,Borrador,Faber Castell,2,234
2860007,Regla,Norma,10,663
1187150,Lapiz,Fabber Castell,3,250
4007428,Borrador,Fabber Castell,7,650
2317400,Tijeras,Maped,11,102
8398151,Lapiz,Staedtler,11,207
1758054,Libro,Santillana,20,301
5636693,Cuaderno,Fabber Castell,11,680
4480268,Borrador,Norma,7,416
6909142,Tijeras,Fabber Castell,7,597
6231880,Libro,Santillana,20,780
7378064,Libro,Santillana,13,371
4014396,Pegamento,Bic,10,474
4986313,Cuaderno,Fabber Castell,15,373
2319710,Pegamento,Santillana,13,795
4746271,Sacapuntas,Fabber Castell,5,119
6896919,Libro,Pritt,8,118
7965818,Libro,Norma,3,590
8704357,Goma,Sharpie,10,721
3185686,Cuaderno,Pritt,2,751
9735465,Borrador,Fabber Castell,3,641
5210179,Sacapuntas,Pritt,7,194
5464226,Sacapuntas,Staedtler,2,516
2606617,Goma,Faber Castell,2,354
6042897,Lapiz,Norma,3,224
7819033,Regla,Maped,10,155
8918216,Borrador,Bic,5,732
8799786,Tijeras,Sharpie,8,191
2073359,Plumon,Norma,13,217
4699097,Lapiz,Pritt,3,221
2005642,Lapiz,Faber Castell,20,477
4689410,Plumon,Bic,10,149
8171269,Tijeras,Sharpie,10,378
6593739,Sacapuntas,Fabber Castell,2,391
5848131,Sacapuntas,Milan,5,625
6680125,Regla,Fabber Castell,11,455
8745036,Lapiz,Faber Castell,11,130
9402439,Sacapuntas,Bic,8,596
2457995,Regla,Milan,20,295
8588043,Libro,Norma,8,762
8012513,Libro,Maped,5,765
8932893,Pegamento,Pritt,20,232
8932200,Lapiz,Faber Castell,5,438
1151192,Cuaderno,Faber Castell,3,367
6943825,Sacapuntas,Bic,8,356
4766641,Tijeras,Fabber Castell,15,687
5686993,Tijeras,Sharpie,20,130
3474748,Borrador,Pritt,7,554
6229697,Pegamento,Fabber Castell,7,522
9095088,Lapiz,Pritt,13,789
8383816,Plumon,Fabber Castell,10,578
9980947,Plumon,Santillana,15,178
3524623,Regla,Sharpie,3,241
4275854,Regla,Santillana,5,296
3715756,Regla,Fabber Castell,3,613
6739352,Regla,Maped,2,367
7086969,Tijeras,Bic,20,691
9670035,Goma,Pritt,8,238
1740017,Borrador,Milan,20,513
1679718,Plumon,Milan,7,542
9754484,Tijeras,Faber Castell,20,152
2342145,Sacapuntas,Norma,2,527
2597834,Lapiz,Milan,3,227
9603197,Borrador,Norma,10,514
4039511,Libro,Santillana,8,493
5036278,Regla,Pritt,13,189
4377914,Lapiz,Santillana,2,634
7060642,Regla,Maped,7,169
1917807,Plumon,Pritt,8,322
1470271,Plumon,Santillana,7,517
7212706,Borrador,Sharpie,3,306
6955676,Sacapuntas,Staedtler,2,714
3342380,Pegamento,Sharpie,5,701
4298515,Borrador,Santillana,3,283
3827698,Plumon,Faber Castell,5,591
2033289,Sacapuntas,Faber Castell,15,299
1547661,Borrador,Pritt,3,585
5096945,Pegamento,Staedtler,5,255
9105763,Regla,Norma,20,619
4455794,Borrador,Staedtler,3,749
9623045,Goma,Norma,15,353
4078479,Borrador,Maped,15,124
2098830,Tijeras,Maped,5,507
6074533,Plumon,Staedtler,8,391
4017668,Goma,Milan,10,228
4250378,Libro,Bic,10,233
6286522,Lapiz,Norma,20,673
3684483,Plumon,Bic,8,398
7786615,Sacapuntas,Maped,15,274
7751318,Goma,Staedtler,7,356
9387948,Tijeras,Pritt,20,508
4108003,Tijeras,Faber Castell,7,346
7624537,Regla,Faber Castell,20,556
5055677,Pegamento,Fabber Castell,11,776
3955925,Regla,Norma,13,672
4571243,Tijeras,Santillana,10,190
5072567,Tijeras,Staedtler,10,493
1680082,Cuaderno,Faber Castell,8,392
6637634,Goma,Norma,13,711
2589977,Pegamento,Pritt,10,718
3900144,Sacapuntas,Fabber Castell,15,773
6251284,Goma,Faber Castell,2,666
3979620,Sacapuntas,Bic,10,146
6654410,Cuaderno,Maped,2,604
3149519,Pegamento,Sharpie,10,671
3200484,Lapiz,Staedtler,7,122
3629514,Tijeras,Pritt,5,460
3900992,Pegamento,Milan,7,285
8011926,Regla,Bic,13,704
5879971,Libro,Sharpie,7,574
1849446,Sacapuntas,Faber Castell,8,365
2872561,Sacapuntas,Bic,3,683
4966245,Cuaderno,Faber Castell,11,368
6690724,Libro,Norma,20,452
6236050,Sacapuntas,Pritt,2,384
5031424,Pegamento,Sharpie,20,553
9788685,Sacapuntas,Norma,20,496
8638400,Libro,Bic,20,379
6539532,Libro,Faber Castell,8,749
7350494,Regla,Milan,3,182
4157307,Sacapuntas,Norma,20,243
5601855,Sacapuntas,Milan,8,671
4040243,Cuaderno,Sharpie,10,338
9751770,Borrador,Santillana,13,193
3286749,Goma,Staedtler,20,165
7161231,Tijeras,Fabber Castell,2,728
9619504,Lapiz,Faber Castell,10,734
3301343,Cuaderno,Faber Castell,13,405
4766996,Libro,Faber Castell,3,186
8299853,Borrador,Maped,3,217
4896651,Borrador,Norma,15,533
7754451,Tijeras,Norma,8,306
5836022,Borrador,Pritt,11,698
7692345,Regla,Pritt,3,325
9917263,Libro,Santillana,5,596
8763363,Sacapuntas,Staedtler,5,342
4262467,Pegamento,Pritt,7,287
1633975,Pegamento,Fabber Castell,7,485
3987637,Lapiz,Fabber Castell,3,364
5700504,Lapiz,Milan,3,672
2911684,Cuaderno,Maped,15,105
3309842,Tijeras,Norma,11,225
5302680,Pegamento,Milan,10,467
3287710,Libro,Milan,10,750
9475438,Lapiz,Pritt,8,472
4534648,Tijeras,Staedtler,20,641
5111879,Libro,Staedtler,7,686
4077128,Borrador,Pritt,13,773
1329069,Cuaderno,Fabber Castell,13,286
9836679,Cuaderno,Faber Castell,20,535
9952127,Cuaderno,Santillana,2,156
8823009,Plumon,Santillana,7,567
5602611,Sacapuntas,Staedtler,2,779
9975036,Pegamento,Sharpie,10,686
7591693,Cuaderno,Staedtler,15,521
7552342,Borrador,Staedtler,8,724
8273353,Pegamento,Staedtler,13,329
1701639,Lapiz,Staedtler,8,639
4151196,Borrador,Maped,7,275
2487098,Pegamento,Staedtler,10,551
5247935,Tijeras,Pritt,7,517
8747119,Plumon,Santillana,15,360
6926823,Borrador,Milan,5,756
4066142,Borrador,Staedtler,15,440
7427773,Sacapuntas,Pritt,15,174
1485956,Regla,Faber Castell,10,236
8889712,Goma,Pritt,13,189
5593062,Tijeras,Maped,11,678
5403874,Libro,Bic,15,308
6056752,Cuaderno,Fabber Castell,15,261
7949940,Regla,Faber Castell,10,263
1680017,Plumon,Fabber Castell,20,505
1793672,Libro,Faber Castell,5,493
3044008,Libro,Sharpie,13,744
8109765,Tijeras,Staedtler,20,197
4690515,Tijeras,Maped,13,749
8760418,Tijeras,Bic,15,688
1436388,Lapiz,Sharpie,11,127
5087079,Libro,Sharpie,15,267
8610464,Regla,Santillana,13,746
2770422,Goma,Pritt,10,358
9658456,Lapiz,Santillana,2,297
5023719,Plumon,Milan,5,317
1700559,Goma,Bic,8,197
5876529,Tijeras,Pritt,15,776
9402459,Regla,Santillana,3,377
8874301,Cuaderno,Maped,15,337
2513719,Libro,Staedtler,15,386
3251798,Pegamento,Maped,2,451
1615636,Lapiz,Sharpie,3,669
4662393,Sacapuntas,Maped,20,253
4509833,Borrador,Norma,5,113
8998176,Tijeras,Milan,8,440
4082431,Plumon,Santillana,2,237
1978686,Tijeras,Sharpie,2,338
6615189,Borrador,Bic,10,482
9918348,Goma,Sharpie,2,260
3964864,Sacapuntas,Milan,15,173
8002644,Goma,Sharpie,7,181
2881005,Goma,Pritt,15,594
6736256,Lapiz,Sharpie,7,752
4769582,Lapiz,Maped,3,651
4637756,Regla,Sharpie,15,590
5397596,Pegamento,Santillana,7,564
9644364,Lapiz,Fabber Castell,5,630
4021355,Pegamento,Staedtler,15,278
2937761,Plumon,Norma,7,563
3269096,Libro,Fabber Castell,3,455
8002783,Sacapuntas,Pritt,10,321
6418858,Regla,Sharpie,2,345
5907387,Tijeras,Norma,20,132
2830848,Sacapuntas,Faber Castell,5,370
5205298,Regla,Norma,7,179
4973038,Lapiz,Norma,13,374
8358986,Libro,Santillana,7,283
3865009,Goma,Sharpie,7,275
2558353,Regla,Faber Castell,11,510
4272388,Tijeras,Maped,13,403
7207989,Regla,Milan,20,332
2056525,Pegamento,Bic,13,485
2897002,Cuaderno,Sharpie,8,745
8253199,Sacapuntas,Sharpie,3,588
7144508,Regla,Fabber Castell,8,138
6991999,Libro,Faber Castell,3,737
7869729,Goma,Norma,10,335
6880615,Cuaderno,Pritt,10,592
6128411,Tijeras,Pritt,20,160
9631252,Tijeras,Bic,15,103
8063078,Pegamento,Norma,5,217
5119081,Pegamento,Bic,10,186
1969902,Regla,Staedtler,5,159
5458050,Cuaderno,Fabber Castell,11,647
2018877,Sacapuntas,Staedtler,8,336
4196032,Libro,Fabber Castell,15,733
7782815,Libro,Norma,15,213
3073986,Pegamento,Santillana,11,468
8882501,Sacapuntas,Pritt,8,398
2270197,Pegamento,Faber Castell,10,558
1134226,Lapiz,Milan,13,454
6770158,Tijeras,Sharpie,8,109
4554086,Cuaderno,Staedtler,15,369
6870837,Goma,Santillana,10,251
1672034,Goma,Fabber Castell,3,179
6473560,Lapiz,Santillana,5,418
4065528,Pegamento,Sharpie,13,370
9637377,Tijeras,Faber Castell,15,707
7762786,Tijeras,Pritt,13,638
7856859,Pegamento,Sharpie,3,176
5487250,Borrador,Faber Castell,20,478
7457555,Cuaderno,Staedtler,7,621
1500416,Sacapuntas,Faber Castell,13,460
8598381,Tijeras,Milan,11,325
6902743,Cuaderno,Maped,13,330
8076050,Borrador,Milan,10,282
9759150,Borrador,Maped,8,413
7951692,Tijeras,Sharpie,7,655
2132037,Cuaderno,Sharpie,8,328
8943680,Libro,Santillana,20,324
8872873,Sacapuntas,Sharpie,2,398
9589075,Pegamento,Fabber Castell,10,521
5245326,Sacapuntas,Fabber Castell,7,393
1764714,Goma,Milan,15,490
4714852,Lapiz,Staedtler,13,737
2166347,Libro,Fabber Castell,20,300
6562705,Libro,Faber Castell,3,746
1340726,Regla,Fabber Castell,5,210
5671548,Goma,Bic,5,694
7124087,Goma,Bic,3,586
8448241,Tijeras,Norma,2,644
8291347,Libro,Faber Castell,10,686
6797983,Goma,Santillana,15,159
8068405,Goma,Faber Castell,10,448
6122365,Lapiz,Sharpie,5,715
8764266,Cuaderno,Faber Castell,2,361
5497189,Borrador,Maped,10,342
5822838,Libro,Norma,2,168
1768874,Plumon,Santillana,20,335
2412542,Sacapuntas,Pritt,13,590
5478683,Sacapuntas,Maped,10,332
4373764,Sacapuntas,Faber Castell,2,382
7345409,Pegamento,Santillana,15,684
7480503,Sacapuntas,Faber Castell,3,487
4514196,Borrador,Staedtler,13,614
1839687,Plumon,Pritt,15,798
2855071,Tijeras,Maped,11,588
8717418,Sacapuntas,Faber Castell,11,258
7009370,Regla,Santillana,13,402
1728643,Tijeras,Maped,13,521
6070619,Tijeras,Milan,10,205
9014386,Borrador,Norma,2,718
1069619,Libro,Bic,3,619
3524246,Sacapuntas,Maped,15,130
6160194,Regla,Sharpie,13,752
7582251,Lapiz,Milan,13,758
7947298,Plumon,Bic,11,798
9738313,Regla,Faber Castell,2,398
6038920,Tijeras,Maped,13,631
4967773,Sacapuntas,Maped,15,770
9717266,Pegamento,Bic,20,734
4589004,Regla,Norma,7,422
6477414,Pegamento,Milan,15,568
8880908,Lapiz,Pritt,11,167
6263358,Sacapuntas,Maped,8,664
6290877,Sacapuntas,Pritt,2,358
4141503,Goma,Pritt,3,235
4469300,Sacapuntas,Pritt,10,397
7501525,Goma,Milan,7,458
6056848,Goma,Staedtler,3,387
8572562,Libro,Faber Castell,13,276
5390310,Goma,Sharpie,8,738
2689257,Libro,Bic,3,774
8623246,Regla,Norma,13,652
3055584,Pegamento,Milan,10,128
2523221,Borrador,Maped,15,779
9190082,Lapiz,Maped,5,360
2557077,Borrador,Pritt,8,720
7213394,Lapiz,Sharpie,11,224
8720012,Borrador,Staedtler,11,584
1047246,Regla,Maped,3,756
2125246,Borrador,Staedtler,8,298
9969924,Cuaderno,Staedtler,3,761
1488718,Sacapuntas,Bic,20,602
3016342,Cuaderno,Pritt,20,708
2126674,Tijeras,Faber Castell,2,298
9793018,Regla,Faber Castell,15,101
8197271,Cuaderno,Milan,20,221
3467353,Plumon,Staedtler,3,615
9817338,Cuaderno,Maped,10,150
6457962,Tijeras,Faber Castell,3,508
5457402,Tijeras,Santillana,15,379
5410816,Pegamento,Fabber Castell,13,709
7874652,Pegamento,Maped,2,336
4291602,Cuaderno,Staedtler,2,438
6385090,Plumon,Sharpie,8,313
8020160,Tijeras,Bic,5,583
5992210,Cuaderno,Fabber Castell,20,174
8301382,Plumon,Santillana,10,449
2234350,Regla,Pritt,10,698
2344918,Goma,Staedtler,15,656
9225993,Regla,Norma,13,216
6733652,Pegamento,Sharpie,20,533
3041212,Cuaderno,Norma,10,193
1106783,Goma,Fabber Castell,7,247
9660251,Plumon,Milan,5,615
2573197,Lapiz,Pritt,3,670
9317971,Tijeras,Maped,5,426
1725509,Lapiz,Fabber Castell,15,785
7737545,Borrador,Santillana,7,443
9674002,Tijeras,Fabber Castell,11,648
7793040,Pegamento,Fabber Castell,3,147
9156501,Lapiz,Faber Castell,2,427
7828407,Sacapuntas,Fabber Castell,5,450
4449313,Tijeras,Milan,15,731
1882756,Sacapuntas,Norma,11,519
1182946,Goma,Fabber Castell,20,250
2861384,Libro,Bic,11,650
9990848,Plumon,Fabber Castell,15,255
6080954,Goma,Norma,13,361
1946791,Libro,Fabber Castell,11,794
7626160,Sacapuntas,Norma,3,123
7686252,Regla,Maped,7,410
6503570,Lapiz,Norma,7,509
8727629,Plumon,Faber Castell,2,161
6512871,Lapiz,Norma,7,695
6403982,Libro,Bic,10,176
4595611,Tijeras,Milan,5,181
3501539,Tijeras,Staedtler,13,161
8448830,Pegamento,Pritt,8,686
8959568,Cuaderno,Staedtler,8,323
3674074,Regla,Fabber Castell,7,195
8064170,Goma,Milan,5,314
2302073,Regla,Santillana,11,686
6530114,Borrador,Bic,3,123
1463796,Regla,Pritt,20,649
8064931,Libro,Milan,7,124
7149962,Pegamento,Norma,5,733
1464426,Regla,Bic,11,114
1633247,Regla,Pritt,5,608
1836243,Tijeras,Santillana,5,412
4026075,Tijeras,Faber Castell,2,323
4724268,Regla,Faber Castell,20,340
2506712,Libro,Bic,15,577
9872398,Borrador,Faber Castell,2,710
1650126,Plumon,Fabber Castell,15,590
4372822,Tijeras,Santillana,3,383
7839955,Borrador,Staedtler,3,576
9846223,Lapiz,Santillana,2,353
5069925,Regla,Bic,2,639
3657512,Plumon,Pritt,8,455
8045711,Sacapuntas,Sharpie,7,357
3837176,Goma,Pritt,2,687
4501093,Pegamento,Sharpie,2,499
4253892,Sacapuntas,Bic,15,168
8869706,Tijeras,Sharpie,15,616
2163406,Sacapuntas,Norma,5,334
9482700,Regla,Faber Castell,10,642
4744758,Cuaderno,Faber Castell,5,626
8592682,Borrador,Faber Castell,3,694
1496306,Tijeras,Santillana,10,586
9214836,Tijeras,Maped,2,215
3679046,Sacapuntas,Staedtler,7,421
9392382,Libro,Staedtler,10,674
5779518,Pegamento,Faber Castell,10,161
6389464,Pegamento,Pritt,5,609
4055734,Sacapuntas,Faber Castell,11,793
9144210,Goma,Staedtler,2,782
7052535,Tijeras,Norma,3,704
9330342,Cuaderno,Norma,7,715
5644189,Tijeras,Fabber Castell,2,651
1270679,Libro,Faber Castell,15,135
8033183,Goma,Staedtler,15,100
7327734,Goma,Milan,20,142
6192350,Plumon,Maped,8,105
3420598,Borrador,Bic,7,544
3558599,Goma,Milan,20,275
5030744,Lapiz,Fabber Castell,5,646
7603589,Goma,Bic,15,441
5270673,Sacapuntas,Fabber Castell,8,790
3544049,Sacapuntas,Maped,20,746
5555915,Sacapuntas,Staedtler,10,437
9095986,Plumon,Bic,13,275
2408931,Pegamento,Milan,15,354
8610903,Libro,Staedtler,2,313
4275135,Libro,Milan,11,591
4309880,Tijeras,Santillana,10,645
4622074,Plumon,Pritt,10,244
6988469,Tijeras,Staedtler,2,294
4318019,Regla,Milan,7,733
2155663,Borrador,Santillana,11,340
1130672,Borrador,Fabber Castell,11,755
1839948,Plumon,Norma,13,616
8118372,Pegamento,Bic,11,612
5483079,Borrador,Norma,15,766
7283073,Libro,Pritt,8,415
3579547,Pegamento,Milan,15,390
6325097,Lapiz,Pritt,15,735
9100940,Borrador,Fabber Castell,20,720
4343107,Goma,Fabber Castell,2,370
1771524,Pegamento,Fabber Castell,3,277
3712784,Goma,Staedtler,8,792
6423522,Libro,Norma,20,196
7590402,Borrador,Norma,7,482
8894077,Tijeras,Sharpie,20,652
8867433,Goma,Norma,10,423
2274218,Sacapuntas,Pritt,13,282
2676705,Tijeras,Staedtler,8,418
3421542,Borrador,Norma,3,337
8749185,Lapiz,Sharpie,8,786
1341264,Plumon,Pritt,5,449
3550376,Libro,Bic,10,740
2370286,Goma,Milan,13,554
8679305,Tijeras,Pritt,7,287
1328791,Tijeras,Maped,2,311
1852052,Plumon,Pritt,15,774
8387607,Sacapuntas,Santillana,11,153
5492722,Lapiz,Staedtler,13,413
1345737,Sacapuntas,Fabber Castell,11,123
4755930,Lapiz,Fabber Castell,13,319
2174809,Goma,Milan,10,201
1373177,Tijeras,Maped,3,721
5036729,Regla,Milan,15,576
1055788,Cuaderno,Milan,15,252
9098238,Libro,Maped,2,716
7758013,Libro,Pritt,13,453
6781172,Pegamento,Pritt,3,483
5804999,Pegamento,Norma,13,328
5203839,Sacapuntas,Fabber Castell,5,133
4522067,Pegamento,Staedtler,13,463
4679226,Borrador,Santillana,8,210
3936669,Libro,Pritt,15,612
2110927,Plumon,Fabber Castell,8,240
1733907,Libro,Maped,2,314
3155577,Libro,Pritt,5,272
4822521,Borrador,Fabber Castell,20,555
1427796,Borrador,Milan,5,767
3140486,Goma,Milan,20,565
6215536,Pegamento,Fabber Castell,2,577
6641689,Sacapuntas,Bic,20,455
8224429,Pegamento,Sharpie,11,736
5354956,Sacapuntas,Pritt,10,568
3632442,Lapiz,Norma,13,650
1201044,Tijeras,Milan,15,521
9377455,Libro,Faber Castell,10,494
4369048,Cuaderno,Norma,7,379
7745458,Cuaderno,Staedtler,11,572
5537740,Borrador,Norma,13,664
2291448,Borrador,Staedtler,8,200
6931214,Tijeras,Staedtler,10,307
5821122,Tijeras,Bic,7,647
6550515,Sacapuntas,Pritt,3,185
3004609,Tijeras,Norma,15,338
8025902,Borrador,Sharpie,2,391
1662911,Pegamento,Norma,3,226
9461211,Plumon,Faber Castell,3,260
1857630,Libro,Maped,20,787
7040254,Lapiz,Faber Castell,10,664
3205217,Libro,Sharpie,11,278
4104043,Lapiz,Santillana,11,451
5416175,Pegamento,Norma,8,257
8218490,Sacapuntas,Pritt,8,235
7897509,Pegamento,Santillana,13,195
9465593,Plumon,Staedtler,5,140
6294209,Plumon,Bic,13,278
4160484,Plumon,Bic,15,139
2771719,Plumon,Staedtler,8,286
5773369,Sacapuntas,Pritt,3,502
9395031,Cuaderno,Pritt,8,486
1556291,Tijeras,Santillana,10,447
9391469,Borrador,Fabber Castell,15,361
2854878,Borrador,Bic,15,389
5584070,Cuaderno,Staedtler,20,640
8403013,Lapiz,Staedtler,11,724
1130583,Borrador,Staedtler,10,745
7713857,Plumon,Faber Castell,10,157
7008097,Goma,Staedtler,11,265
7802105,Goma,Pritt,5,616
5086200,Pegamento,Faber Castell,10,377
3230211,Pegamento,Sharpie,20,376
5440937,Goma,Sharpie,10,608
4200292,Goma,Norma,8,358
7378386,Pegamento,Sharpie,2,395
9428137,Goma,Pritt,7,448
1644733,Goma,Santillana,15,402
6128317,Pegamento,Staedtler,2,562
3185500,Regla,Pritt,13,247
1482930,Goma,Maped,8,225
8109406,Cuaderno,Fabber Castell,13,699
2639546,Pegamento,Faber Castell,20,704
4919775,Pegamento,Staedtler,20,512
3153555,Goma,Norma,7,589
7748930,Plumon,Santillana,15,651
7954446,Pegamento,Sharpie,8,741
6695107,Plumon,Staedtler,13,307
7043778,Plumon,Sharpie,13,371
7762315,Libro,Sharpie,20,358
7052699,Lapiz,Fabber Castell,8,125
6794209,Sacapuntas,Milan,7,512
3754597,Pegamento,Santillana,7,592
2065946,Libro,Maped,2,376
4991406,Lapiz,Staedtler,2,136
7903393,Pegamento,Bic,10,577
3942056,Libro,Faber Castell,5,150
4230012,Borrador,Maped,7,282
7551838,Goma,Bic,3,426
4350375,Libro,Pritt,10,502
1993879,Goma,Milan,3,480
9857107,Cuaderno,Sharpie,5,205
9500217,Borrador,Santillana,15,584
2011243,Lapiz,Faber Castell,8,799
3271338,Sacapuntas,Bic,8,741
9992305,Goma,Sharpie,11,658
6355339,Lapiz,Norma,8,759
8760450,Regla,Faber Castell,15,342
8043529,Goma,Santillana,7,638
5029668,Tijeras,Pritt,15,587
4961685,Libro,Fabber Castell,10,392
5361671,Borrador,Bic,13,131
1558253,Pegamento,Fabber Castell,15,277
9206175,Sacapuntas,Bic,7,181
5523508,Tijeras,Milan,5,118
2235924,Pegamento,Norma,11,738
4470646,Pegamento,Staedtler,10,482
7256006,Cuaderno,Staedtler,13,677
4574842,Goma,Staedtler,5,248
4680385,Plumon,Maped,20,459
6415578,Borrador,Bic,5,458
4254759,Cuaderno,Fabber Castell,8,743
8684385,Borrador,Maped,10,599
3656040,Cuaderno,Maped,10,489
3492552,Libro,Santillana,13,719
9635110,Cuaderno,Milan,10,322
2796402,Tijeras,Staedtler,15,309
2964439,Sacapuntas,Milan,8,651
2879689,Sacapuntas,Milan,11,642
4898231,Tijeras,Maped,15,179
3563561,Cuaderno,Faber Castell,8,701
4059051,Borrador,Faber Castell,7,373
3475226,Lapiz,Bic,2,333
3647749,Sacapuntas,Milan,15,759
9221291,Sacapuntas,Fabber Castell,3,428
4269938,Borrador,Milan,7,318
2384802,Regla,Milan,3,698
8525314,Borrador,Milan,10,648
2479809,Plumon,Norma,8,684
3391390,Pegamento,Sharpie,11,394
6381290,Regla,Faber Castell,7,114
8614526,Regla,Milan,8,706
9625212,Pegamento,Staedtler,7,191
3259274,Borrador,Fabber Castell,13,760
5922309,Regla,Milan,20,140
3736420,Plumon,Santillana,3,532
5371954,Sacapuntas,Milan,11,147
7536471,Libro,Fabber Castell,5,728
1467471,Goma,Staedtler,15,523
4241735,Tijeras,Santillana,10,185
4736244,Lapiz,Sharpie,7,619
8715825,Pegamento,Faber Castell,11,754
6272686,Plumon,Milan,7,515
2969892,Pegamento,Fabber Castell,15,595
1572646,Borrador,Norma,8,198
7226044,Regla,Santillana,8,101
6010103,Sacapuntas,Bic,8,145
4658485,Lapiz,Fabber Castell,13,306
7938341,Lapiz,Norma,8,741
5130461,Pegamento,Faber Castell,8,375
6442978,Libro,Faber Castell,10,691
3163542,Plumon,Norma,20,193
5139964,Borrador,Bic,11,321
4095743,Libro,Faber Castell,13,662
1385378,Goma,Pritt,20,669
3585778,Lapiz,Bic,13,630
2151651,Regla,Santillana,5,226
8818156,Borrador,Faber Castell,8,115
2766869,Goma,Faber Castell,8,308
2708754,Tijeras,Pritt,7,260
4244980,Pegamento,Santillana,2,297
9474727,Regla,Bic,7,439
4268208,Pegamento,Milan,13,233
8716370,Regla,Pritt,13,175
4606430,Pegamento,Maped,15,750
3437866,Regla,Fabber Castell,2,767
7944227,Tijeras,Staedtler,20,550
4912795,Sacapuntas,Pritt,10,381
2248858,Goma,Staedtler,7,712
9593843,Tijeras,Pritt,3,540
5945999,Pegamento,Milan,2,504
3859585,Sacapuntas,Pritt,15,245
8214935,Lapiz,Pritt,7,565
4251193,Goma,Faber Castell,20,748
7007130,Plumon,Sharpie,7,357
5279049,Goma,Bic,2,195
6776402,Goma,Staedtler,7,795
2033380,Goma,Staedtler,3,510
7345537,Cuaderno,Bic,10,588
5959992,Borrador,Bic,7,747
6612930,Goma,Staedtler,7,196
1448112,Tijeras,Staedtler,13,120
6281298,Lapiz,Pritt,13,136
2415314,Lapiz,Milan,7,180
8655898,Lapiz,Norma,10,559
5112625,Sacapuntas,Milan,13,295
1737636,Tijeras,Faber Castell,11,742
6246389,Tijeras,Fabber Castell,2,258
6980128,Tijeras,Maped,10,435
8142664,Lapiz,Milan,11,252
7813977,Pegamento,Milan,5,660
6343824,Borrador,Bic,3,560
7545487,Lapiz,Norma,3,606
1166539,Libro,Sharpie,2,369
3385414,Lapiz,Staedtler,20,430
7474868,Pegamento,Pritt,20,452
7706656,Libro,Norma,2,682
7195498,Pegamento,Bic,11,249
4825080,Plumon,Sharpie,3,127
8453946,Borrador,Maped,10,526
7946443,Sacapuntas,Santillana,8,145
7927873,Pegamento,Santillana,15,244
8587882,Plumon,Sharpie,13,619
3388545,Pegamento,Bic,13,300
9572605,Borrador,Santillana,7,290
2389276,Cuaderno,Sharpie,2,352
2460375,Regla,Faber Castell,10,288
2514425,Cuaderno,Santillana,13,324
3848776,Libro,Norma,3,249
3813192,Cuaderno,Faber Castell,11,427
2833610,Sacapuntas,Faber Castell,5,393
3961492,Tijeras,Milan,7,706
2408563,Regla,Faber Castell,10,612
5799423,Tijeras,Faber Castell,7,108
5331201,Lapiz,Bic,15,542
6870139,Pegamento,Milan,20,792
7973729,Borrador,Pritt,7,562
